"Dim.1";"Dim.2";"Dim.3";"Dim.4";"Dim.5"
"1";4,70658570388225;0,17368040717166;1,43774017072148;2,33564261448893;0,0183147222093274
"2";4,3633916673975;1,74493073209144;1,58276961676794;0,178271952592667;0,00449751074337857
"3";4,62109878805534;1,03437989247095;0,121781033321228;0,307275643732845;11,9957808021876
"4";0,37044952398669;1,15603531814364;1,66373049526936;0,984112644728464;5,86549010509595
"5";0,470321406682425;0,0301217586601292;0,299344163424052;4,28595287005876;0,957520362259099
"6";0,0113533271781233;0,178585558328231;0,666572712638463;1,81344532942831;0,0947990652905484
"7";0,00121160733618328;2,646226531079e-05;0,705935897818722;0,0295615913847228;0,583225802103735
"8";0,00369205606810784;0,914541402362769;1,57183699124626;1,92432740691913;3,62297163674228
"9";0,000131840221920775;1,24078833516608;0,335390917059403;0,435359073216761;6,5575762259395
"10";0,234133717688505;0,0173095562802179;0,445178648981676;1,34007701681333;0,185501034434461
"11";6,74768131453166;0,254569102127511;0,0597180580622957;4,43990159296083;0,107804232320274
"12";4,21830781367963;0,0124439507164744;0,294094850445494;0,402667474761819;2,84344055372794
"13";3,55785849202399;0,384226772116676;1,71990381335438;2,51550496366535;0,0130694768396427
"14";0,986372755067145;0,0607349018466835;0,66001785157436;1,12370622608445;0,585945927839698
"15";0,950887174515944;0,0906524379683769;7,90682305648025;0,0859654241408829;0,351856892329726
"16";0,233943200983887;0,0779987924372263;0,320693400279655;4,66177706915539;1,74986400951882
"17";0,00547918147447607;3,80551799139061;1,79054304071539;0,0703456279816672;1,35987982796666
"18";0,381723921128389;1,15075729856243;0,230884985271004;0,627468562846751;8,8035457642812
"19";0,0214881612345224;0,111079600020804;1,69798955404859;1,88410358735657;0,143654034377035
"20";0,383052489158931;0,196419375851912;0,025833319272593;0,377352279335607;1,69314790735876
"21";1,98385235991674;0,127709815764718;0,261601723277946;0,389886312404823;1,16198934045621
"22";0,844867447199095;2,00048906867354;0,428657837373271;0,320601282178641;1,9369411489362
"23";0,000319772405541614;1,17666052284043;0,0776971925753492;0,326518860418683;3,08345762910596
"24";0,51032300302257;1,38122756279876;0,00276403065367746;0,860218606685007;0,0142505948742522
"25";0,198098965240483;0,111284831576081;0,0591824617294219;0,00786561066327292;0,0895178190684649
"26";0,168558258636401;0,768242429771941;2,86449001677153;4,08964601138451;0,503805106587816
"27";0,449073692347061;0,216088601990703;2,4359780931013;0,403635694086908;0,632549849538968
"28";0,718317279097746;0,456478711379486;5,81207188995997;6,19759913110467;0,676292689345544
"29";0,831836276928537;0,961385146656939;6,22081118287746;5,57566666319641;0,0186923177925822
"30";0,0175819819941842;0,9430214700043;0,0246373895802756;3,22386265931609;0,0201797067269815
"31";9,66758945537773;0,674594352808398;2,93752183241978;1,66647044408526;3,09712149600985
"32";0,244397042599561;0,593048115957855;0,00443265979984674;1,10806755456389;0,722957214471122
"33";0,0146131899811266;0,00654752374181637;0,36704346945996;0,448994977148339;0,00695150566314824
"34";0,698187402797213;2,81691161490239;1,04398469846619;0,394618687158222;3,44089491554816
"35";0,685425775844965;0,587424361018114;1,76650453200099;11,9327395011754;3,01759601891549
"36";2,90485685130601;0,199628114613644;1,48462898773673;2,61781226822592;0,796774211511641
"37";5,85741519028177;0,228542259348281;0,908707094837823;0,0270821873092706;0,0753855555018333
"38";8,15696046096623;0,0913800833499268;0,486773047228803;3,99421134240271;1,10188807503873
"39";8,69847865219763;2,10549632649765;3,6643731461707;0,788193724892943;2,08831900713391
"40";13,9152693278924;0,272906498529761;5,31525780429734;4,1585590661697;0,571129198949979
"41";0,286617731206432;1,0482503960749;0,596037384584282;0,0083228292635587;8,29986205335306
"42";2,48210246973223;5,16364400227038;1,57950112923456;2,76651887768421;0,0213703209301802
"43";0,138289794996645;11,6041884925318;0,13134178143534;4,93528840859935;1,66142341909777
"44";0,545511030815838;0,402695649001863;1,66534698090732;0,877192646913351;0,100042822198739
"45";0,551088995818369;0,662411663601931;0,879023076539237;0,176625515969015;0,0496324063961252
"46";0,256478118204278;1,00963070702941;0,000260537577756482;0,656621105491237;4,58104045447672
"47";1,75518528568771;5,2021710998212;3,9516402558971;2,97969022771683;2,76970793671139
"48";0,720528300228061;1,03499906086552;0,68093749223193;0,00225704676514515;5,90460432591935
"49";0,0360596249195749;0,88071081944685;27,4097070441732;2,40558499385447;1,23064060482457
"50";0,0209060733378927;1,15252994776202;0,419545137747309;0,188390625440449;1,4887687113184
"51";1,00577109682497;5,78107374240503;0,507735164741735;0,037861881123644;6,30205514832378e-05
"52";2,74045029981129;17,95030544324;0,337926521275636;4,8851994825901;0,0871624237364904
"53";0,0265488493522944;8,99710536864406;0,199878806025653;0,136529580841667;1,5887661708615
"54";0,59409286236663;5,93552494698661;0,128512624160224;1,17206426582225;1,12263451173521
"55";0,00518293836912368;4,82089160211441;1,80870439639751;0,416782975700605;0,499701523146508
